customer_message,amazon_reply
@115850 @AmazonHelp Please Bring Some Great Deals On iPad 5th Generation iPad.... #WishList #SantaWish #BEMySanta 😍😍,@171324 We work on providing best and affordable prices to our customers. You can check our latest deals in Today’s deals section of the website. Stay tuned to know more. ^SG
@115821 Well done... yet another prime delivery not delivered next day.... what exactly am I paying for when you're not fulfilling your end? https://t.co/tN7Tu8dlTV,@278567 I'm sorry about the delay Pippa. ^AT
@AmazonHelp how many times i have to fill this type of forms,@350719 We're unable to access your account details over Twitter. Please share your details and we'll contact you soon. ^PS
@115850 Why don't you add one category for Hollywood hindi dubbed movies in @116439 and #PrimeVideo India?,@240969 We will consider this as feedback and ensure to pass it on internally for improvements. ^RW
"@AmazonHelp We received the wrong item from our wedding registry and got the situation resolved through support, but I noticed the weight on the return label is less than half of the actual weight of the box. Will this be an issue at UPS drop off?",@683843 We're always happy to help! Let's take a closer look into this with you via phone or chat here: https://t.co/hApLpMlfHN ^ML
@117795 Can you get your UK counterparts to stop being the funny guys.  Why would a refund for an item not be the full amount I paid for it?,"@234420 Oh no!  I'm sorry to hear that, Joe!  This should lend some insight: https://t.co/QjQO9Oh6hL.  Thank you! ^WB"
@119625 any shows coming on prime video especially u.s tv shows as you are only adding mostly bollywood content not foreugn content,"@207168 While we don't have any information on that, our aim is to cater to all sets of audience. We'll continue to add content. ^JC"
@120319 @AmazonHelp Now I got to know amazon is not able to deliver product after giving in writing. Shame on u guys. Its ridiculous😡 https://t.co/BJH8fbl5oY,"@208320 Please don't provide your order details, as we consider them to be personal info. Our page is visible to the public. (2/2)^GK"
"@115850 When start Diwali Sale?
I see cover pic on your Twitter account #AmazonGreatIndianFestival Coming Soon",@206816 Do stay tuned to our website for information regarding the sale dates :)  ^MN
@116618 Is there some problem with the vid service? Doesn't work for me on either Chrome or IE. Suggestions?,@692204 Are you getting a specific error message? We recommend starting with these troubleshooting steps: https://t.co/MPtsL35OWQ ^AF
@AmazonHelp Not accepting any sorry .. I have been hearing the same since morning.,@185739 We've sent you a correspondence. Kindly check the same here: https://t.co/ubzNHWZvL2 ^SG
@115850 @AmazonHelp Forget about my details being in public get my phone delivered asap.spoken and written to your customer reps multiple times&amp;u know my issue.,@185733 Please share your details in the link shared earlier and I'll get back to you. ^HN
@118919 2/2 Spoke with 4 different agents / supervisor and the last agent by name Nikita from the furniture department disconnected the call. Order no : 408-1885702-9895539,"@628294 Apologies for the hassle. We’d like to help you, please fill this form: https://t.co/beaaDm0muc and We’ll contact you. ^MN"
@115821 @2150 @174208 marked as delivered but lost package?!  @115821 why not use a different vendor if there are issues all the time,@770567 I'm sorry to hear you didn't receive your order as expected yesterday! We want to make sure this issue is resolved for you. Please keep us posted on the outcome of your phone call. ^BV
"This is the message the sender has got.@115850 .
Please resolve https://t.co/jNutTwU3QO",@313073 We're following up with your concern here: https://t.co/fzStblJ55W. Kindly refer. ^VN (1/2)
"@AmazonHelp Thanks, I’ve emailed with the order number and details.","@141818 E-mail responses are expected within 12 hours. For a quicker resolution, please use the phone or chat option. ^GG"
Someone please help me in getting my refund at Amazon. It's been 20 days I cancelled but still no help @115850 @AmazonHelp @115851,@171428 We're working on this. We'll update you soon. ^SG
"BRYAN AND I HAVE BEEN TRYING TO WATCH SHAMELESS FOR THE PAST HOUR.
I paid for Showtime on @116618 AND IT DOESNT SHOW UP.",@518878 I'm sorry! Just to confirm; what device are you using? Is it logged into the Amazon account with the subscription? ^WT
"Dear @115821:
Why’d you ruin the cover of my brand-new, SIGNED copy of @127390’s latest book with a sticker I can’t remove completely? https://t.co/bjXogXA9Qa","@312882 Oh no! I'm sorry for the trouble! If you'd like, you can view refund/replacement options with us here: https://t.co/5TLtiUPlMy ^KP"
@115850 How do we get selected for this? I have participated every time but never won 😕,@199297 Winners are selected randomly and results will be announced accordingly. Kindly stay tuned. ^PS
@AmazonHelp I ordered over 1500 in Amazon Pantry - still ur website is charging deliver charge! And I can't see my full list of orders- for pantry the experience is BAD,@226072 I'd like to have a closer look at the issue. Please share your details in this link here: https://t.co/GIJyeYqKE0 and we'll reach out to you with an update. ^KA
"@115850 I am buy galaxy j7 prime in amazon ,order number is #405-7209482-2746700, i received package on time but when i open the box phone is so dirty i say lot of dust and scratch in phone like old or refurbished phone,
 this time LOST TRUST IN AMAZON","@133250 I understand your concern regarding the delivery of the package in poor condition. However, we have responded to your query through DM. Please check and do the needful. 1/2 ^AH"
"@AmazonHelp Where? When I go to Prime settings, it's just colours and stuff. And a FAQ said I'd have to go to my Amazon acc.",@402245 You can find your Prime settings here: https://t.co/EKdqi1gbVt Let us know if we can further assist. ^KL
@115850 @AmazonHelp @115821 Why My Amazon Voucher code is showing this problem? Please fix it. Thank You. https://t.co/YpGBqHv6m5,@506088 Kindly reach out to our support team here: https://t.co/HQhpS2qeEd. We'll definitely look into it. 2/2 ^PS
"@AmazonHelp Okay. Yesterday i got a mail from amazon stating 
""The item was returned to us by Amazon Transportation Services as undeliverable.Unfortunately, we're unable to re-ship returned packages. The best option is to reorder the item again.""",@799757 Kindly place a new order and we'll make sure the same is delivered on time. Appreciate your understanding. (2/2)^HR
"@115850 Got two packages today. @118702 delivered at home and @115850 called my father to pick it up from bus stop.
No thanks Amazon",@443975 not repeated for your future orders. 2/2 ^NK
@115821 youve rlly dropped the ball this week.Cant get a pckg to me on time and u lose half my groceries. U May have gotten too big too fast,@513305 I'm sorry for the frustrating experience! Have you reported these instances to us directly here: https://t.co/hApLpMlfHN? ^DW
@115850 Received the order..Thanks team,@691495 Thank you for keeping us posted. Do keep us posted for any concerns. ^SU
@AmazonHelp That link forces me to login and unfortunately my account is locked out which is probably why I received the unusual email I referenced earlier. Where do I go from here?,@221326 So sorry about that! You can use this link: https://t.co/jzvkhdlrK5 ^LS
@AmazonHelp Nice customer service. Call in AND GET HUNG UP ON. So you suck at delivery and suck at customer service. You are good with doing business with Nazis and White Supremacists.,"@373791 I'm sorry about the trouble with your order. Without posting account details, what insight/options were given when you called? ^LI"
@AmazonHelp HII I ordered something on the 19th and it says it is been returned to Amazon due to damage but I'm still waiting for my refund? https://t.co/nLiRaU2KpK,"@799763 Hi Roberto, sorry to hear that. It can take 2 - 3 weeks for items being returned to make their way back to be processed and refunded. You'll receive an email from us once your return has been received and your refund is issued.^TI"
"@AmazonHelp Yes, and missing from last 4 days....",@352833 Apologies for the delay. Please share your details here: https://t.co/GIJyeYqKE0 and let us know. We'll sort this for you. ^VN
"@AmazonHelp Already been through that rubbish and nothing was resolved, via chat or phone.","@459213 I'm sorry about that! When you contacted us, what was advised? ^MH"
"@115833 You need to add that green light flashes for notifications, not just messages/calls","@250086 Thanks for this suggestion, I've passed it to the appropriate team for review. If you have future feedback for us, you can send it through the Alexa app under the main menu. ^MG"
